station,total_borrow,peak_ratio,weekend_ratio,morning_net_flow_mean,evening_net_flow_mean,morning_net_flow_sum,evening_net_flow_sum,volatility,station_type,imbalance_score,risk_level,dispatch_strategy
紹興徐州路口,2235.0,0.5149888143176734,0.22416107382550335,0.6309523809523809,-0.14545454545454545,53.0,-16.0,3.4209614398963715,通勤型,69.0,Low,常規運營監控
統振大樓,250.0,0.72,0.212,-1.9591836734693877,2.0434782608695654,-96.0,141.0,1.7109149736174374,潮汐流入型,237.0,Medium,定時監控與小規模調度
經國七海文化園區,647.0,0.6383307573415765,0.26275115919629055,-1.3,1.8076923076923077,-91.0,188.0,1.86222690902366,通勤型,279.0,Medium,定時監控與小規模調度
經貿公園,426.0,0.5,0.3779342723004695,0.39622641509433965,0.14814814814814814,21.0,12.0,1.44138074033227,通勤型,33.0,Low,常規運營監控
綠堤公園(西北側),835.0,0.4311377245508982,0.3221556886227545,1.1282051282051282,-0.6388888888888888,88.0,-69.0,1.4307619185749194,穩定休閒型,157.0,Medium,定時監控與小規模調度
綠堤社區公園,2637.0,0.5415244596131968,0.2976867652635571,4.5,-3.7589285714285716,378.0,-421.0,4.1082552610165095,潮汐流出型,799.0,High,早高峰前提前補車
綠湖公園,0.0,0.0,0.0,-1.2,-1.84,-6.0,-92.0,0.0,穩定休閒型,98.0,Low,常規運營監控
綠湖公園地下停車場,0.0,0.0,0.0,-1.3571428571428572,-1.9454545454545455,-38.0,-107.0,0.0,穩定休閒型,145.0,Medium,定時監控與小規模調度
縣民大道三段270巷口,0.0,0.0,0.0,-1.0,-1.25,-1.0,-5.0,0.0,穩定休閒型,6.0,Low,常規運營監控
縣民富山街口,0.0,0.0,0.0,,-1.25,0.0,-5.0,0.0,穩定休閒型,5.0,Low,常規運營監控
縣民民族路口,0.0,0.0,0.0,-1.0,-1.25,-5.0,-15.0,0.0,穩定休閒型,20.0,Low,常規運營監控
縣民民生路口,0.0,0.0,0.0,-1.0,-1.5454545454545454,-1.0,-17.0,0.0,穩定休閒型,18.0,Low,常規運營監控
縣民漢生東路口,0.0,0.0,0.0,-1.0,-1.2941176470588236,-2.0,-22.0,0.0,穩定休閒型,24.0,Low,常規運營監控
縣民漢生東路口(西北側),0.0,0.0,0.0,,-1.0833333333333333,0.0,-13.0,0.0,穩定休閒型,13.0,Low,常規運營監控
縣民觀光街口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
置地廣場 桃園,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
羅斯福三段金門街口,5415.0,0.4657433056325023,0.2901200369344414,2.144578313253012,-1.0267857142857142,178.0,-115.0,7.215174409726193,穩定休閒型,293.0,Medium,定時監控與小規模調度
羅斯福寧波東街口,4519.0,0.48152246072139854,0.31644169063952204,1.6428571428571428,0.4107142857142857,138.0,46.0,5.955523677153901,穩定休閒型,184.0,Medium,定時監控與小規模調度
羅斯福景隆街口,2648.0,0.5049093655589124,0.32968277945619334,0.26506024096385544,1.1559633027522935,22.0,126.0,3.806920902177519,通勤型,148.0,Medium,定時監控與小規模調度
羅斯福浦城街口,2853.0,0.44514546091833157,0.2972309849281458,2.2289156626506026,-1.9,185.0,-209.0,3.906327929363805,潮汐流出型,394.0,Medium,定時監控與小規模調度
羅斯福路三段245號前,2423.0,0.48493602971522903,0.2794056954189022,0.7283950617283951,-0.7339449541284404,59.0,-80.0,3.6289028590315504,穩定休閒型,139.0,Medium,定時監控與小規模調度
羅斯福路三段311號前,7042.0,0.45200227208179494,0.29096847486509514,0.5662650602409639,-0.20535714285714285,47.0,-23.0,9.396654434617215,穩定休閒型,70.0,Low,常規運營監控
羅斯福路二段6巷口,2392.0,0.44105351170568563,0.3102006688963211,-0.2839506172839506,0.2018348623853211,-23.0,22.0,3.652012929423906,穩定休閒型,45.0,Low,常規運營監控
羅斯福路四段108巷口,3191.0,0.4791601378878095,0.3055468505170793,1.391304347826087,1.140625,64.0,73.0,10.167955982712732,穩定休閒型,137.0,Medium,定時監控與小規模調度
羅斯福路四段113巷19弄口,896.0,0.5212053571428571,0.26339285714285715,1.6025641025641026,-0.19607843137254902,125.0,-20.0,1.8321329538406208,通勤型,145.0,Medium,定時監控與小規模調度
美善公園,915.0,0.5934426229508196,0.25573770491803277,-0.7922077922077922,0.40384615384615385,-61.0,42.0,2.1284191694139825,通勤型,103.0,Low,常規運營監控
美崙公園,2254.0,0.523070097604259,0.28438331854480925,-2.4047619047619047,0.05357142857142857,-202.0,6.0,3.355650855336151,潮汐流入型,208.0,Medium,定時監控與小規模調度
美崙公園(東北側),677.0,0.5494830132939439,0.36927621861152143,1.631578947368421,-0.7714285714285715,124.0,-81.0,1.6189855092759924,通勤型,205.0,Medium,定時監控與小規模調度
美麗新淡海影城,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
群光公園,0.0,0.0,0.0,,-2.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
義仁市民活動中心,0.0,0.0,0.0,-1.0,,-1.0,0.0,0.0,穩定休閒型,1.0,Low,常規運營監控
翔譽雙子星,0.0,0.0,0.0,,-1.5862068965517242,0.0,-46.0,0.0,穩定休閒型,46.0,Low,常規運營監控
老松國小,4540.0,0.44669603524229073,0.3317180616740088,4.788235294117647,-2.205357142857143,407.0,-247.0,5.110792175233458,潮汐流出型,654.0,High,早高峰前提前補車
老泉街籃球場,319.0,0.7523510971786834,0.25705329153605017,0.7714285714285715,2.095890410958904,27.0,153.0,1.7467236270274749,通勤型,180.0,Medium,定時監控與小規模調度
考試院,2308.0,0.4376083188908146,0.3141247833622184,-0.6125,1.3271028037383177,-49.0,142.0,3.4529916069578794,穩定休閒型,191.0,Medium,定時監控與小規模調度
聖山綠地,3229.0,0.47414060080520287,0.3366367296376587,4.9523809523809526,-4.8558558558558556,416.0,-539.0,4.35865542707559,潮汐流出型,955.0,High,早高峰前提前補車
聖若望平面停車場,0.0,0.0,0.0,,-2.0,0.0,-6.0,0.0,穩定休閒型,6.0,Low,常規運營監控
聯合醫院中興院區,3027.0,0.5130492236537826,0.2669309547406673,-3.8214285714285716,1.0446428571428572,-321.0,117.0,4.881786051754657,潮汐流入型,438.0,Medium,定時監控與小規模調度
聯合醫院和平院區,5311.0,0.4901148559593297,0.28619845603464505,-1.9642857142857142,2.25,-165.0,252.0,6.826046103276675,潮汐流入型,417.0,Medium,定時監控與小規模調度
聯合醫院板橋院區,0.0,0.0,0.0,-1.0,-1.0,-1.0,-5.0,0.0,穩定休閒型,6.0,Low,常規運營監控
聯合醫院陽明院區,1081.0,0.5448658649398704,0.20444033302497688,-2.2875,1.2169811320754718,-183.0,129.0,2.3367185702757594,潮汐流入型,312.0,Medium,定時監控與小規模調度
聯邦公園,0.0,0.0,0.0,-1.0,-1.0,-22.0,-11.0,0.0,穩定休閒型,33.0,Low,常規運營監控
育德國小,0.0,0.0,0.0,,-4.75,0.0,-19.0,0.0,穩定休閒型,19.0,Low,常規運營監控
育成高中,1695.0,0.6076696165191741,0.22949852507374632,-6.205128205128205,2.9908256880733943,-484.0,326.0,4.477560914710842,潮汐流入型,810.0,High,高峰前提前清空車位
育英建國路口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
胡璉故居紀念館,0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
胡適公園,602.0,0.42857142857142855,0.35714285714285715,-1.5254237288135593,0.7407407407407407,-90.0,60.0,1.7571619357634036,潮汐流入型,150.0,Medium,定時監控與小規模調度
臥龍公園,1118.0,0.5983899821109123,0.22808586762075134,2.7228915662650603,-0.4672897196261682,226.0,-50.0,2.46423695453906,潮汐流出型,276.0,Medium,定時監控與小規模調度
臥龍基隆路口,3594.0,0.5531441291040623,0.23121869782971619,-0.2857142857142857,3.709090909090909,-24.0,408.0,6.486467469435086,通勤型,432.0,Medium,定時監控與小規模調度
臥龍樂業街口,1462.0,0.5950752393980848,0.30984952120383036,4.9753086419753085,-2.9537037037037037,403.0,-319.0,3.298864667575969,潮汐流出型,722.0,High,早高峰前提前補車
臥龍街195巷口,1813.0,0.5626034197462769,0.32542746828461117,2.036144578313253,-1.6181818181818182,169.0,-178.0,3.12388788009692,通勤型,347.0,Medium,定時監控與小規模調度
臨江公園,2987.0,0.5135587546032809,0.30097087378640774,6.776470588235294,-3.830357142857143,576.0,-429.0,4.490217508414553,潮汐流出型,1005.0,High,早高峰前提前補車
臨江街夜市(基隆路),6336.0,0.426925505050505,0.32686237373737376,2.104651162790698,-1.8468468468468469,181.0,-205.0,8.045809661604846,穩定休閒型,386.0,Medium,定時監控與小規模調度
臨江街夜市(通化街101巷口),7918.0,0.4364738570346047,0.3297549886334933,9.6,-9.45045045045045,816.0,-1049.0,9.345746078576374,潮汐流出型,1865.0,High,早高峰前提前補車
自來水園區,3309.0,0.43819885161680266,0.4871562405560592,3.4805194805194803,-1.349056603773585,268.0,-143.0,6.352967310758513,潮汐流出型,411.0,Medium,定時監控與小規模調度
自強溪尾街口,0.0,0.0,0.0,-1.0,-1.1333333333333333,-1.0,-17.0,0.0,穩定休閒型,18.0,Low,常規運營監控
自強臨時平面停車場,0.0,0.0,0.0,,-1.0,0.0,-8.0,0.0,穩定休閒型,8.0,Low,常規運營監控
自然公園,0.0,0.0,0.0,-1.0,-1.1538461538461537,-15.0,-15.0,0.0,穩定休閒型,30.0,Low,常規運營監控
至善臨溪路口,2281.0,0.4243752740026304,0.2367382726874178,-4.395061728395062,3.909090909090909,-356.0,430.0,5.508597823005691,潮汐流入型,786.0,High,高峰前提前清空車位
至誠公園,828.0,0.5144927536231884,0.3321256038647343,-0.07692307692307693,0.7238095238095238,-6.0,76.0,1.6499911719302969,通勤型,82.0,Low,常規運營監控
至誠路一段305巷口,1318.0,0.3915022761760243,0.3125948406676783,2.2911392405063293,-2.827272727272727,181.0,-311.0,3.8994057388033987,潮汐流出型,492.0,High,早高峰前提前補車
至誠雨聲街口,1914.0,0.48746081504702193,0.351619644723093,2.107142857142857,-1.6785714285714286,177.0,-188.0,2.717231951746779,穩定休閒型,365.0,Medium,定時監控與小規模調度
致伸科技大樓,1006.0,0.5337972166998012,0.09045725646123261,-3.4133333333333336,2.795918367346939,-256.0,274.0,2.984617980146009,潮汐流入型,530.0,High,高峰前提前清空車位
致遠一路二段11巷,2207.0,0.545536927956502,0.34028092433167195,6.0476190476190474,-4.785714285714286,508.0,-536.0,3.7307906348709974,潮汐流出型,1044.0,High,早高峰前提前補車
致遠新村,866.0,0.5981524249422633,0.2748267898383372,4.955223880597015,0.4489795918367347,332.0,44.0,2.6662420744052286,通勤型,376.0,Medium,定時監控與小規模調度
臺北健康護理大學(教研大樓),3666.0,0.4432624113475177,0.23076923076923078,-5.214285714285714,4.919642857142857,-438.0,551.0,5.96086059034579,潮汐流入型,989.0,High,高峰前提前清空車位
臺北南山廣場_1,10269.0,0.4430811179277437,0.3492063492063492,-15.071428571428571,9.669642857142858,-1266.0,1083.0,17.5555882593053,潮汐流入型,2349.0,High,高峰前提前清空車位
臺北大學公共事務大樓(法商大,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
臺北孔廟,4712.0,0.5214346349745331,0.33191850594227507,5.482352941176471,-3.0625,466.0,-343.0,6.861779039449078,潮汐流出型,809.0,High,早高峰前提前補車
臺北市國父史蹟館(逸仙公園),2089.0,0.45093346098611775,0.3097175682144567,1.4337349397590362,-1.509090909090909,119.0,-166.0,3.08475232422385,穩定休閒型,285.0,Medium,定時監控與小規模調度
臺北市政府,4242.0,0.5216878830740217,0.2376237623762376,-12.353658536585366,7.576576576576577,-1013.0,841.0,9.411983571317018,潮汐流入型,1854.0,High,高峰前提前清空車位
臺北市立圖書館(總館),14169.0,0.4984826028654104,0.3286047004022867,6.035714285714286,-2.8660714285714284,507.0,-321.0,19.394749226595174,潮汐流出型,828.0,High,早高峰前提前補車
臺北市立圖書館南港分館,2612.0,0.5470903522205207,0.29173047473200614,2.9375,0.6481481481481481,235.0,70.0,5.6908860448548575,通勤型,305.0,Medium,定時監控與小規模調度
臺北市立圖書館大同分館,2639.0,0.4854111405835544,0.28685107995452824,1.0120481927710843,-0.4375,84.0,-49.0,3.656884278596887,穩定休閒型,133.0,Medium,定時監控與小規模調度
臺北市立圖書館大直分館,2343.0,0.49210413999146396,0.322663252240717,-0.5487804878048781,-0.16216216216216217,-45.0,-18.0,3.858106525829229,穩定休閒型,63.0,Low,常規運營監控
臺北市立大同高中,3784.0,0.5467758985200846,0.2748414376321353,-4.988095238095238,3.418181818181818,-419.0,376.0,6.590272439076858,潮汐流入型,795.0,High,高峰前提前清空車位
臺北市立大學(博愛校區),5344.0,0.4820359281437126,0.19573353293413173,-11.0,8.401785714285714,-891.0,941.0,10.586593171253961,潮汐流入型,1832.0,High,高峰前提前清空車位
臺北市立大學(天母校區),4204.0,0.5004757373929591,0.28330161750713606,-6.440476190476191,0.7946428571428571,-541.0,89.0,6.297627334623532,潮汐流入型,630.0,High,高峰前提前清空車位
臺北市立大學(忠誠路二段207巷,2304.0,0.4166666666666667,0.26171875,-5.464285714285714,1.4018691588785046,-459.0,150.0,3.5204713992691605,潮汐流入型,609.0,High,高峰前提前清空車位
臺北市立天文館,3183.0,0.5576500157084512,0.38140119384228716,-11.202380952380953,8.81081081081081,-941.0,978.0,7.891446268984023,潮汐流入型,1919.0,High,高峰前提前清空車位
臺北市立景美女中,1869.0,0.4970572498662386,0.32691278758694486,-0.1282051282051282,2.009259259259259,-10.0,217.0,3.233570290685553,穩定休閒型,227.0,Medium,定時監控與小規模調度
臺北市立美術館,2126.0,0.4238005644402634,0.4139228598306679,0.2236842105263158,2.1132075471698113,17.0,224.0,3.5505832335460115,穩定休閒型,241.0,Medium,定時監控與小規模調度
臺北市立美術館_1,4126.0,0.4852157052835676,0.4726126999515269,-1.9761904761904763,3.6160714285714284,-166.0,405.0,7.984488724362042,潮汐流入型,571.0,High,高峰前提前清空車位
臺北市第一女子高級中學,1240.0,0.5709677419354838,0.1629032258064516,-4.421052631578948,4.197916666666667,-336.0,403.0,4.0419817406703045,潮汐流入型,739.0,High,高峰前提前清空車位
臺北市網球中心,1282.0,0.531201248049922,0.35257410296411856,0.9436619718309859,1.9081632653061225,67.0,187.0,2.778897166228306,通勤型,254.0,Medium,定時監控與小規模調度
臺北市藝文推廣處,10042.0,0.474407488548098,0.28271260705038836,0.6235294117647059,-1.375,53.0,-154.0,13.0105192019657,穩定休閒型,207.0,Medium,定時監控與小規模調度
臺北市電影主題公園(峨眉街),2591.0,0.4488614434581243,0.32304129679660365,0.9761904761904762,-1.1071428571428572,82.0,-124.0,3.0896204395674833,穩定休閒型,206.0,Medium,定時監控與小規模調度
臺北市電影主題公園(康定路),2189.0,0.43398812243033347,0.35678391959798994,0.4578313253012048,-0.34234234234234234,38.0,-38.0,2.67079330053097,穩定休閒型,76.0,Low,常規運營監控
臺北文化體育園區辦公大樓,4000.0,0.4965,0.36975,-4.309523809523809,3.3738317757009346,-362.0,361.0,7.263525470627135,潮汐流入型,723.0,High,高峰前提前清空車位
臺北時代廣場,1518.0,0.5770750988142292,0.15085638998682477,-6.439024390243903,2.5833333333333335,-528.0,279.0,3.7961464817917103,潮汐流入型,807.0,High,高峰前提前清空車位
臺北流行音樂中心(南港路),1437.0,0.5525400139178844,0.2707028531663187,-1.9876543209876543,0.5420560747663551,-161.0,58.0,3.4290424686162697,潮汐流入型,219.0,Medium,定時監控與小規模調度
臺北流行音樂中心(市民大道),927.0,0.5587918015102481,0.45091693635382957,-3.6125,0.74,-289.0,74.0,3.513132173610378,潮汐流入型,363.0,Medium,定時監控與小規模調度
臺北海洋科技大學,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
臺北田徑場,6239.0,0.5066517070043276,0.2939573649623337,-5.317647058823529,3.3482142857142856,-452.0,375.0,9.129543353358027,潮汐流入型,827.0,High,高峰前提前清空車位
臺北田徑場(北寧路側),2914.0,0.426904598490048,0.3081674673987646,2.238095238095238,-0.7567567567567568,188.0,-84.0,4.052004737155788,潮汐流出型,272.0,Medium,定時監控與小規模調度
臺北科技大學(電機工程系),2750.0,0.4072727272727273,0.244,-1.6075949367088607,1.1203703703703705,-127.0,121.0,4.109400625935574,潮汐流入型,248.0,Medium,定時監控與小規模調度
臺北自來水事業處,1784.0,0.41760089686098656,0.3688340807174888,3.1142857142857143,0.78,218.0,78.0,3.8714895760494294,穩定休閒型,296.0,Medium,定時監控與小規模調度
臺北花市,999.0,0.5435435435435435,0.23323323323323322,-4.287671232876712,3.0642201834862384,-313.0,334.0,2.5261370625775146,潮汐流入型,647.0,High,高峰前提前清空車位
臺北轉運站,6994.0,0.42136116671432655,0.37331998856162424,1.380952380952381,-3.2142857142857144,116.0,-360.0,8.46796379371968,穩定休閒型,476.0,High,周末增加車輛配置
臺北轉運站(華陰街),7251.0,0.4487656874913805,0.32050751620466145,1.2142857142857142,-0.21428571428571427,102.0,-24.0,8.412687359904675,穩定休閒型,126.0,Medium,定時監控與小規模調度
臺北遠企購物中心,3855.0,0.4959792477302205,0.2178988326848249,-4.642857142857143,4.5,-390.0,495.0,6.750257541752097,潮汐流入型,885.0,High,高峰前提前清空車位
臺北醫學大學,12513.0,0.4810197394709502,0.22512586909614002,-30.392857142857142,13.232142857142858,-2553.0,1482.0,19.428710801830405,潮汐流入型,4035.0,High,高峰前提前清空車位
臺北醫院,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
臺大一號館,5329.0,0.45468192906736726,0.2392568962281854,6.559523809523809,-0.8482142857142857,551.0,-95.0,8.070847392797175,潮汐流出型,646.0,High,早高峰前提前補車
臺大二號館,2248.0,0.41192170818505336,0.14902135231316727,0.3116883116883117,0.46226415094339623,24.0,49.0,5.222411781343749,穩定休閒型,73.0,Low,常規運營監控
臺大五號館西側,4885.0,0.3911975435005118,0.07246673490276356,-2.7051282051282053,3.7777777777777777,-211.0,408.0,12.405420916590378,潮汐流入型,619.0,High,高峰前提前清空車位
臺大公館停車場西北側,1114.0,0.45601436265709155,0.20107719928186715,2.098360655737705,-0.19230769230769232,128.0,-20.0,2.233166355667077,穩定休閒型,148.0,Medium,定時監控與小規模調度
臺大共同教室北側,5206.0,0.36054552439492893,0.10353438340376489,-5.739726027397261,5.495412844036697,-419.0,599.0,13.59091812805084,潮汐流入型,1018.0,High,高峰前提前清空車位
臺大共同教室東南側,6033.0,0.4160450853638323,0.09978451848168407,-0.12162162162162163,1.7454545454545454,-9.0,192.0,13.65508068958958,穩定休閒型,201.0,Medium,定時監控與小規模調度
臺大凝態館南側,4977.0,0.3841671689772956,0.1523005826803295,-3.892857142857143,3.017857142857143,-327.0,338.0,9.681555393675064,潮汐流入型,665.0,High,高峰前提前清空車位
臺大動物醫院前,4380.0,0.41164383561643836,0.16255707762557078,-1.8928571428571428,1.063063063063063,-159.0,118.0,7.486530994296291,潮汐流入型,277.0,Medium,定時監控與小規模調度
臺大卓越研究大樓,5286.0,0.5314037079076807,0.17196367763904655,12.13953488372093,1.7589285714285714,1044.0,197.0,9.387412999112835,通勤型,1241.0,High,雙高峰動態調度
臺大博理館西側,4967.0,0.38091403261526074,0.13348097443124624,-10.975609756097562,5.035714285714286,-900.0,564.0,9.819089406859282,潮汐流入型,1464.0,High,高峰前提前清空車位
臺大博雅館西側,3822.0,0.39508110936682367,0.13108320251177394,-16.62162162162162,7.018018018018018,-1230.0,779.0,12.287453066663248,潮汐流入型,2009.0,High,高峰前提前清空車位
臺大原分所北側,1887.0,0.31160572337042924,0.13937466878643348,-4.444444444444445,1.5754716981132075,-320.0,167.0,4.768512694570963,潮汐流入型,487.0,High,高峰前提前清空車位
臺大四號館東北側,1224.0,0.4019607843137255,0.13562091503267973,-1.2173913043478262,2.1265822784810124,-84.0,168.0,3.4320629741388315,穩定休閒型,252.0,Medium,定時監控與小規模調度
臺大國青大樓宿舍前,4545.0,0.4226622662266227,0.23014301430143014,1.9058823529411764,0.8035714285714286,162.0,90.0,5.8928727694678384,穩定休閒型,252.0,Medium,定時監控與小規模調度
臺大圖資系館北側,5803.0,0.4266758573151818,0.12528002757194553,-19.573333333333334,14.378378378378379,-1468.0,1596.0,17.128680909994063,潮汐流入型,3064.0,High,高峰前提前清空車位
臺大土木研究大樓前,4183.0,0.4212287831699737,0.13937365527133636,-3.7195121951219514,1.5,-305.0,168.0,7.527201395210385,潮汐流入型,473.0,High,高峰前提前清空車位
臺大土木系館,3320.0,0.41174698795180725,0.186144578313253,-7.0375,4.964285714285714,-563.0,556.0,7.264489650850479,潮汐流入型,1119.0,High,高峰前提前清空車位
臺大大一女舍北側,6478.0,0.42327878974992283,0.2409694350108058,7.178571428571429,-6.642857142857143,603.0,-744.0,9.177589122890726,潮汐流出型,1347.0,High,早高峰前提前補車
臺大大一女餐廳廣場,4442.0,0.3993696533093201,0.19608284556506078,7.987654320987654,-7.176991150442478,647.0,-811.0,7.078939581377842,潮汐流出型,1458.0,High,早高峰前提前補車
臺大天文數學館南側,4618.0,0.413382416630576,0.151580770896492,-9.329268292682928,7.1415929203539825,-765.0,807.0,9.746276365933534,潮汐流入型,1572.0,High,高峰前提前清空車位
臺大女九舍西南側,11790.0,0.4253604749787956,0.14156064461407972,-44.42857142857143,20.982142857142858,-3732.0,2350.0,25.711116371728263,潮汐流入型,6082.0,High,高峰前提前清空車位
臺大學新館,5960.0,0.41375838926174496,0.1598993288590604,-9.061728395061728,12.830357142857142,-734.0,1437.0,11.08878506858384,潮汐流入型,2171.0,High,高峰前提前清空車位
臺大小小福西南側,1195.0,0.4610878661087866,0.08702928870292886,0.5070422535211268,0.47058823529411764,36.0,40.0,3.082862074753024,穩定休閒型,76.0,Low,常規運營監控
臺大小福樓東側,15646.0,0.3788827815416081,0.09906685414802506,-19.69047619047619,10.5,-1654.0,1176.0,39.175204338402345,潮汐流入型,2830.0,High,高峰前提前清空車位
臺大工綜館南側,6911.0,0.41513529156417306,0.19273621762407755,-12.882352941176471,9.142857142857142,-1095.0,1024.0,13.330107462264769,潮汐流入型,2119.0,High,高峰前提前清空車位
臺大心理系館南側,3860.0,0.46113989637305697,0.13601036269430053,-10.853658536585366,7.371681415929204,-890.0,833.0,9.448638423053808,潮汐流入型,1723.0,High,高峰前提前清空車位
臺大思亮館東南側,2083.0,0.3701392222755641,0.1200192030724916,-6.111111111111111,3.883495145631068,-440.0,400.0,5.542643482365079,潮汐流入型,840.0,High,高峰前提前清空車位
臺大教研館北側,3775.0,0.4683443708609272,0.20556291390728476,-4.061728395061729,3.6371681415929205,-329.0,411.0,7.0175342924554025,潮汐流入型,740.0,High,高峰前提前清空車位
臺大新生教室南側,4744.0,0.31302698145025293,0.09991568296795952,-5.864197530864198,2.4464285714285716,-475.0,274.0,12.599167904920016,潮汐流入型,749.0,High,高峰前提前清空車位
臺大新體育館東南側,14921.0,0.4464848200522753,0.19402184840158165,-9.785714285714286,6.857142857142857,-822.0,768.0,25.795198757559287,潮汐流入型,1590.0,High,高峰前提前清空車位
臺大明達館北側(員工宿舍),1208.0,0.45695364238410596,0.1986754966887417,1.1232876712328768,0.3669724770642202,82.0,40.0,2.1669508680213863,穩定休閒型,122.0,Medium,定時監控與小規模調度
臺大明達館機車停車場,3528.0,0.39172335600907027,0.12981859410430838,1.273972602739726,1.7297297297297298,93.0,192.0,8.113503255258149,穩定休閒型,285.0,Medium,定時監控與小規模調度
臺大森林館北側,1637.0,0.35613927916921195,0.14783139890042762,-2.6666666666666665,1.9,-200.0,190.0,3.9105506349448085,潮汐流入型,390.0,Medium,定時監控與小規模調度
臺大椰林小舖,9395.0,0.43033528472591803,0.20553485896753593,9.44578313253012,-4.089285714285714,784.0,-458.0,13.59858146744735,潮汐流出型,1242.0,High,早高峰前提前補車
臺大樂學館東側,9552.0,0.4064070351758794,0.12950167504187604,-4.905882352941177,3.0973451327433628,-417.0,350.0,19.57014537311348,潮汐流入型,767.0,High,高峰前提前清空車位
臺大檔案展示館,618.0,0.4563106796116505,0.15372168284789645,0.40350877192982454,0.6627906976744186,23.0,57.0,1.8725330947368035,穩定休閒型,80.0,Low,常規運營監控
臺大水源修齊會館,2793.0,0.5270318653777301,0.20229144289294665,5.1395348837209305,-0.33035714285714285,442.0,-37.0,4.536475053343901,潮汐流出型,479.0,High,早高峰前提前補車
臺大水源舍區A棟,6543.0,0.44352743389882315,0.2902338376891334,12.228915662650602,-3.080357142857143,1015.0,-345.0,7.962020776044874,潮汐流出型,1360.0,High,早高峰前提前補車
臺大水源舍區B棟,7828.0,0.45477772100153296,0.2506387327542156,10.741176470588234,-1.0973451327433628,913.0,-124.0,10.059405524674501,潮汐流出型,1037.0,High,早高峰前提前補車
臺大水源舍區C棟,2074.0,0.5925747348119575,0.19286403085824494,10.9,-0.6666666666666666,872.0,-72.0,5.700112367481829,潮汐流出型,944.0,High,早高峰前提前補車
臺大永齡生醫工程館,3147.0,0.4432793136320305,0.15379726723863998,-4.073170731707317,3.8018018018018016,-334.0,422.0,6.3629145625054,潮汐流入型,756.0,High,高峰前提前清空車位
臺大法人語言訓練中心前,3213.0,0.506691565515095,0.17553688141923435,-5.879518072289157,4.3125,-488.0,483.0,5.876023977094103,潮汐流入型,971.0,High,高峰前提前清空車位
臺大獸醫館南側,3827.0,0.4058008884243533,0.15442905670237783,-6.2317073170731705,6.2727272727272725,-511.0,690.0,7.725986763909036,潮汐流入型,1201.0,High,高峰前提前清空車位
臺大環研大樓,1495.0,0.4280936454849498,0.14648829431438126,-2.8292682926829267,2.0277777777777777,-232.0,219.0,3.3554447825225964,潮汐流入型,451.0,Medium,定時監控與小規模調度
臺大生命科學館西北側,4509.0,0.38567309824794854,0.16943889997782213,-3.6419753086419755,3.55045871559633,-295.0,387.0,8.818027239481967,潮汐流入型,682.0,High,高峰前提前清空車位
臺大男一舍前,14611.0,0.4829238245157758,0.21969748819382656,21.511904761904763,-3.5089285714285716,1807.0,-393.0,20.206686683669943,潮汐流出型,2200.0,High,早高峰前提前補車
臺大男七舍前,5412.0,0.4639689578713969,0.17645971914264597,2.511904761904762,-0.7589285714285714,211.0,-85.0,7.372005451915682,潮汐流出型,296.0,Medium,定時監控與小規模調度
臺大男八舍東側,6025.0,0.5039004149377594,0.2479668049792531,10.535714285714286,-1.9732142857142858,885.0,-221.0,7.852518694040505,潮汐流出型,1106.0,High,早高峰前提前補車
臺大男六舍前,6375.0,0.5107450980392156,0.21490196078431373,10.564705882352941,-1.0892857142857142,898.0,-122.0,9.111559791384392,潮汐流出型,1020.0,High,早高峰前提前補車
臺大社會系館南側,6823.0,0.5120914553715374,0.14685622160340026,-27.142857142857142,18.883928571428573,-2280.0,2115.0,18.833422581312426,潮汐流入型,4395.0,High,高峰前提前清空車位
臺大社科院圖書館前,5758.0,0.3857242097950677,0.18878082667592913,-4.556962025316456,2.4864864864864864,-360.0,276.0,10.660532076056539,潮汐流入型,636.0,High,高峰前提前清空車位
臺大社科院西側,12610.0,0.3850911974623315,0.15027755749405233,-18.25,10.607142857142858,-1533.0,1188.0,23.952767830881115,潮汐流入型,2721.0,High,高峰前提前清空車位
臺大禮賢樓東南側,4221.0,0.45534233593935086,0.12271973466003316,-1.6626506024096386,3.8333333333333335,-138.0,414.0,8.756676767687651,潮汐流入型,552.0,High,高峰前提前清空車位
臺大禮賢樓西側,2591.0,0.45773832497105366,0.10304901582400618,0.8125,5.62962962962963,52.0,608.0,6.116976853828669,穩定休閒型,660.0,High,周末增加車輛配置
