station,total_borrow,peak_ratio,weekend_ratio,morning_net_flow_mean,evening_net_flow_mean,morning_net_flow_sum,evening_net_flow_sum,volatility,station_type,imbalance_score,risk_level,dispatch_strategy
3樓客服中心,7.0,0.2857142857142857,0.14285714285714285,0.0,-1.0,0.0,-2.0,0.816496580927726,穩定休閒型,2.0,Low,常規運營監控
?公公園,6184.0,0.421248382923674,0.3344113842173351,1.6071428571428572,-0.8828828828828829,135.0,-98.0,8.157328429432805,穩定休閒型,233.0,Medium,定時監控與小規模調度
一壽橋,1767.0,0.4985851726089417,0.35880022637238257,2.3125,-0.4230769230769231,185.0,-44.0,2.8750890899140846,潮汐流出型,229.0,Medium,定時監控與小規模調度
一江公園,2244.0,0.4875222816399287,0.24509803921568626,-1.15,1.6822429906542056,-92.0,180.0,3.7626487899467973,穩定休閒型,272.0,Medium,定時監控與小規模調度
一江南京東路口(西南側),413.0,0.4188861985472155,0.2736077481840194,-0.6666666666666666,0.4857142857142857,-18.0,17.0,2.3404344997881785,穩定休閒型,35.0,Low,常規運營監控
三井Outlet,0.0,0.0,0.0,,-2.0,0.0,-2.0,,穩定休閒型,2.0,Low,常規運營監控
三俊街65巷口,0.0,0.0,0.0,,-1.0,0.0,-1.0,,穩定休閒型,1.0,Low,常規運營監控
三信集英路口,0.0,0.0,0.0,,-1.125,0.0,-9.0,0.0,穩定休閒型,9.0,Low,常規運營監控
三光國小(金滿意),0.0,0.0,0.0,-1.125,-1.75,-18.0,-77.0,0.0,穩定休閒型,95.0,Low,常規運營監控
三和慈愛街口,0.0,0.0,0.0,,-1.25,0.0,-5.0,0.0,穩定休閒型,5.0,Low,常規運營監控
三和路四段73號旁,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,0.0,穩定休閒型,3.0,Low,常規運營監控
三和龍門路口,0.0,0.0,0.0,,-1.1333333333333333,0.0,-17.0,0.0,穩定休閒型,17.0,Low,常規運營監控
三峽區公所(三峽老街),0.0,0.0,0.0,-1.0,-2.0,-2.0,-4.0,0.0,穩定休閒型,6.0,Low,常規運營監控
三峽區礁溪行政中心,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
三峽國光青年社會住宅,0.0,0.0,0.0,-1.0,,-1.0,0.0,0.0,穩定休閒型,1.0,Low,常規運營監控
三張公園,0.0,0.0,0.0,-1.0,-1.0,-1.0,-5.0,0.0,穩定休閒型,6.0,Low,常規運營監控
三張犁,8011.0,0.49581824990637874,0.28822868555735864,5.552941176470588,-3.3482142857142856,472.0,-375.0,10.735105679928946,潮汐流出型,847.0,High,早高峰前提前補車
三德公園,0.0,0.0,0.0,-1.0,-1.0740740740740742,-1.0,-29.0,0.0,穩定休閒型,30.0,Low,常規運營監控
三抱竹,0.0,0.0,0.0,,-1.0833333333333333,0.0,-13.0,0.0,穩定休閒型,13.0,Low,常規運營監控
三樹大學路口,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
三樹大德路口,0.0,0.0,0.0,,-2.0,0.0,-2.0,,穩定休閒型,2.0,Low,常規運營監控
三民中山一路口,0.0,0.0,0.0,,-1.2,0.0,-12.0,0.0,穩定休閒型,12.0,Low,常規運營監控
三民公園,1957.0,0.5017884517118038,0.3469596320899336,2.1666666666666665,-3.2818181818181817,182.0,-361.0,3.1216421681215136,通勤型,543.0,High,雙高峰動態調度
三民公園(塔悠路),817.0,0.4944920440636475,0.3488372093023256,0.9864864864864865,-0.4056603773584906,73.0,-43.0,1.6775371577178564,穩定休閒型,116.0,Low,常規運營監控
三民國中(民權東路六段47巷),575.0,0.6278260869565218,0.2678260869565217,0.8441558441558441,-1.2549019607843137,65.0,-128.0,1.5746154084879886,通勤型,193.0,Medium,定時監控與小規模調度
三民國小(撫遠街),1936.0,0.53099173553719,0.35640495867768596,2.493827160493827,-3.4722222222222223,202.0,-375.0,3.3134253574619015,潮汐流出型,577.0,High,早高峰前提前補車
三民地下停車場,0.0,0.0,0.0,,-1.0740740740740742,0.0,-29.0,0.0,穩定休閒型,29.0,Low,常規運營監控
三民民族路口,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
三民永豐街口,0.0,0.0,0.0,-1.0,-1.1176470588235294,-1.0,-19.0,0.0,穩定休閒型,20.0,Low,常規運營監控
三民翠華街口,0.0,0.0,0.0,-1.0,-1.1176470588235294,-1.0,-19.0,0.0,穩定休閒型,20.0,Low,常規運營監控
三民路166巷口,1798.0,0.514460511679644,0.3303670745272525,1.1097560975609757,-1.6018518518518519,91.0,-173.0,2.8317558278455977,通勤型,264.0,Medium,定時監控與小規模調度
三民長榮路口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
三民高中(民權路),0.0,0.0,0.0,-1.0,-1.3333333333333333,-15.0,-24.0,0.0,穩定休閒型,39.0,Low,常規運營監控
三興公園,3136.0,0.5669642857142857,0.3182397959183674,6.357142857142857,-2.642857142857143,534.0,-296.0,4.9824406098386955,潮汐流出型,830.0,High,早高峰前提前補車
三興國小,6702.0,0.4970158161742763,0.24261414503133394,1.5294117647058822,-0.9732142857142857,130.0,-109.0,8.92172692902561,穩定休閒型,239.0,Medium,定時監控與小規模調度
三芝區公所,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
三軍總醫院,2209.0,0.49117247623358984,0.2951561792666365,-1.6341463414634145,1.2972972972972974,-134.0,144.0,3.782049658935571,潮汐流入型,278.0,Medium,定時監控與小規模調度
三軍總醫院(松山分院),3983.0,0.4903339191564148,0.2530755711775044,0.047058823529411764,-0.7207207207207207,4.0,-80.0,5.500954952975175,穩定休閒型,84.0,Low,常規運營監控
三重五常公園,0.0,0.0,0.0,-1.0,-1.4210526315789473,-2.0,-27.0,0.0,穩定休閒型,29.0,Low,常規運營監控
三重區停八停車場,0.0,0.0,0.0,,-1.4,0.0,-7.0,0.0,穩定休閒型,7.0,Low,常規運營監控
三重商工,0.0,0.0,0.0,-1.0,-1.0625,-1.0,-17.0,0.0,穩定休閒型,18.0,Low,常規運營監控
三重商工(後竹圍街),0.0,0.0,0.0,,-1.5,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
三重商工地下停車場,0.0,0.0,0.0,,-1.0,0.0,-4.0,0.0,穩定休閒型,4.0,Low,常規運營監控
三重國民運動中心,0.0,0.0,0.0,-1.0,-1.0,-5.0,-9.0,0.0,穩定休閒型,14.0,Low,常規運營監控
三重棒球場,0.0,0.0,0.0,-1.0,-1.0,-1.0,-3.0,0.0,穩定休閒型,4.0,Low,常規運營監控
三重永豐公園,0.0,0.0,0.0,-2.0,-1.1666666666666667,-2.0,-7.0,0.0,穩定休閒型,9.0,Low,常規運營監控
三重派出所,0.0,0.0,0.0,-1.0666666666666667,-3.090909090909091,-16.0,-272.0,0.0,穩定休閒型,288.0,Medium,定時監控與小規模調度
三重社會福利服務中心,0.0,0.0,0.0,-1.0,-1.0,-7.0,-3.0,0.0,穩定休閒型,10.0,Low,常規運營監控
三重綜合體育館,0.0,0.0,0.0,-1.6666666666666667,-1.0769230769230769,-5.0,-14.0,0.0,穩定休閒型,19.0,Low,常規運營監控
三重行政中心,0.0,0.0,0.0,-1.0,-2.238095238095238,-1.0,-47.0,0.0,穩定休閒型,48.0,Low,常規運營監控
三重親水公園,0.0,0.0,0.0,-1.0,-1.1111111111111112,-1.0,-10.0,0.0,穩定休閒型,11.0,Low,常規運營監控
三重高中,0.0,0.0,0.0,-1.0,-1.375,-3.0,-22.0,0.0,穩定休閒型,25.0,Low,常規運營監控
三鶯國民運動中心停車場,0.0,0.0,0.0,-1.0,,-1.0,0.0,0.0,穩定休閒型,1.0,Low,常規運營監控
三鶯水資源回收中心,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
上林里(環河東路一段),0.0,0.0,0.0,-1.0,-2.506172839506173,-12.0,-203.0,0.0,穩定休閒型,215.0,Medium,定時監控與小規模調度
上灣公園,56.0,0.42857142857142855,0.32142857142857145,-0.0625,-0.3,-1.0,-9.0,0.7122961411934302,穩定休閒型,10.0,Low,常規運營監控
下埤公園,2661.0,0.529500187899286,0.3175497933107854,5.546511627906977,-6.089285714285714,477.0,-682.0,4.1818534856155365,潮汐流出型,1159.0,High,早高峰前提前補車
下庄市場,0.0,0.0,0.0,-1.0,-1.0,-2.0,-3.0,0.0,穩定休閒型,5.0,Low,常規運營監控
下灣公園,344.0,0.4796511627906977,0.36627906976744184,0.20967741935483872,-0.8369565217391305,13.0,-77.0,1.2366208963820433,穩定休閒型,90.0,Low,常規運營監控
下灣公園(成功路),888.0,0.597972972972973,0.24324324324324326,1.394736842105263,0.5096153846153846,106.0,53.0,1.8434124923265744,通勤型,159.0,Medium,定時監控與小規模調度
世新大學,3044.0,0.4632063074901445,0.25229960578186594,-0.5595238095238095,4.027027027027027,-47.0,447.0,4.836727016514482,穩定休閒型,494.0,High,周末增加車輛配置
世新大學(試院路),763.0,0.42201834862385323,0.33551769331585846,0.9014084507042254,-0.2871287128712871,64.0,-29.0,1.5324971203327993,穩定休閒型,93.0,Low,常規運營監控
世紀經貿,1846.0,0.4934994582881907,0.1771397616468039,1.9146341463414633,-0.8076923076923077,157.0,-84.0,3.2116558049596358,穩定休閒型,241.0,Medium,定時監控與小規模調度
世貿三館,2596.0,0.5624036979969184,0.2996918335901387,-5.059523809523809,6.018348623853211,-425.0,656.0,5.827957131717027,潮汐流入型,1081.0,High,高峰前提前清空車位
世貿公園,4256.0,0.6010338345864662,0.24647556390977443,-14.928571428571429,11.761467889908257,-1254.0,1282.0,11.248713897729376,潮汐流入型,2536.0,High,高峰前提前清空車位
世貿國家公園社區,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
中428公園,595.0,0.4957983193277311,0.3949579831932773,0.4411764705882353,-0.94,30.0,-94.0,1.5732911772427454,穩定休閒型,124.0,Medium,定時監控與小規模調度
中429公園,964.0,0.5342323651452282,0.47925311203319504,1.162162162162162,-1.2524271844660195,86.0,-129.0,2.2891208954421174,通勤型,215.0,Medium,定時監控與小規模調度
中信停車場(中興街),0.0,0.0,0.0,-1.1,-1.826086956521739,-11.0,-126.0,0.0,穩定休閒型,137.0,Medium,定時監控與小規模調度
中信國小,0.0,0.0,0.0,,-1.0,0.0,-1.0,,穩定休閒型,1.0,Low,常規運營監控
中全公園,5203.0,0.5131654814530079,0.3048241399192773,4.916666666666667,-4.044642857142857,413.0,-453.0,7.809894092646667,潮汐流出型,866.0,High,早高峰前提前補車
中印青潭廠,0.0,0.0,0.0,-1.0,-1.3333333333333333,-2.0,-4.0,0.0,穩定休閒型,6.0,Low,常規運營監控
中原中板路口,0.0,0.0,0.0,-1.0,-1.0,-4.0,-13.0,0.0,穩定休閒型,17.0,Low,常規運營監控
中原五街口,0.0,0.0,0.0,,-1.0,0.0,-4.0,0.0,穩定休閒型,4.0,Low,常規運營監控
中原公園,2787.0,0.5328310010764262,0.2780767850735558,2.0357142857142856,-1.882882882882883,171.0,-209.0,3.975405155936455,通勤型,380.0,Medium,定時監控與小規模調度
中原抽水站,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
中原東街(左岸牡丹園),0.0,0.0,0.0,-1.0,-1.1333333333333333,-2.0,-34.0,0.0,穩定休閒型,36.0,Low,常規運營監控
中原民生路口,2853.0,0.45425867507886436,0.30459165790396076,1.5595238095238095,-1.2363636363636363,131.0,-136.0,3.360695135663423,穩定休閒型,267.0,Medium,定時監控與小規模調度
中吉公園,2030.0,0.532512315270936,0.2541871921182266,1.5060240963855422,-0.4909090909090909,125.0,-54.0,3.171898910360476,通勤型,179.0,Medium,定時監控與小規模調度
中吉公園(松江路188巷),1361.0,0.4805290227773696,0.26965466568699487,1.6829268292682926,-0.6576576576576577,138.0,-73.0,2.096471950824499,穩定休閒型,211.0,Medium,定時監控與小規模調度
中和公園,0.0,0.0,0.0,-1.3333333333333333,-1.5365853658536586,-4.0,-63.0,0.0,穩定休閒型,67.0,Low,常規運營監控
中和公園(安平中安街口),0.0,0.0,0.0,-1.0,-1.605263157894737,-2.0,-61.0,0.0,穩定休閒型,63.0,Low,常規運營監控
中和公園(秀安街口),0.0,0.0,0.0,-1.1666666666666667,-1.25,-7.0,-45.0,0.0,穩定休閒型,52.0,Low,常規運營監控
中和區公所,0.0,0.0,0.0,-1.1666666666666667,-1.3529411764705883,-7.0,-46.0,0.0,穩定休閒型,53.0,Low,常規運營監控
中和國民運動中心,0.0,0.0,0.0,,-1.0,0.0,-7.0,0.0,穩定休閒型,7.0,Low,常規運營監控
中和地政事務所,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
中和安和路口,0.0,0.0,0.0,-1.0,-1.2222222222222223,-8.0,-22.0,0.0,穩定休閒型,30.0,Low,常規運營監控
中和環球購物中心,0.0,0.0,0.0,-1.2,-1.1363636363636365,-6.0,-25.0,0.0,穩定休閒型,31.0,Low,常規運營監控
中和綠地,2034.0,0.44837758112094395,0.30432645034414946,1.144578313253012,-1.981818181818182,95.0,-218.0,3.1139893689731566,穩定休閒型,313.0,Medium,定時監控與小規模調度
中和自強公園,0.0,0.0,0.0,-1.0,,-1.0,0.0,0.0,穩定休閒型,1.0,Low,常規運營監控
中和街455巷11弄,631.0,0.554675118858954,0.358161648177496,2.7746478873239435,-1.0510204081632653,197.0,-103.0,1.6205027754157992,潮汐流出型,300.0,Medium,定時監控與小規模調度
中和街493巷9弄口,675.0,0.5214814814814814,0.4,1.8333333333333333,-1.292929292929293,143.0,-128.0,1.4521371245500616,通勤型,271.0,Medium,定時監控與小規模調度
中和青年社會住宅,0.0,0.0,0.0,-1.0,-1.5185185185185186,-3.0,-41.0,0.0,穩定休閒型,44.0,Low,常規運營監控
中國科技大學,1663.0,0.45039085989176186,0.3337342152736019,-1.6973684210526316,0.37272727272727274,-129.0,41.0,2.919545750997928,潮汐流入型,170.0,Medium,定時監控與小規模調度
中國科技大樓,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
中國醫藥大學附設醫院臺北分�,2802.0,0.5107066381156317,0.30906495360456815,-1.0120481927710843,-0.5945945945945946,-84.0,-66.0,4.341970839814531,通勤型,150.0,Medium,定時監控與小規模調度
中國電影製片廠,472.0,0.4597457627118644,0.2775423728813559,0.4032258064516129,-0.4948453608247423,25.0,-48.0,1.1709088644819057,穩定休閒型,73.0,Low,常規運營監控
中坡北永吉路口,1848.0,0.45995670995670995,0.32846320346320346,0.7142857142857143,-0.7289719626168224,55.0,-78.0,3.002181469215337,穩定休閒型,133.0,Medium,定時監控與小規模調度
中坡市民路口(東北側),4335.0,0.5552479815455594,0.23990772779700115,-2.6144578313253013,-0.5178571428571429,-217.0,-58.0,7.3292393012675285,通勤型,275.0,Medium,定時監控與小規模調度
中壢一號E棟,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
中央中華路口(金城),0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
中央公園(莊園街),0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中央公園地下停車場,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
中央北路四段30巷口,1218.0,0.5517241379310345,0.2955665024630542,-2.8641975308641974,0.7522935779816514,-232.0,82.0,3.03924007763129,潮汐流入型,314.0,Medium,定時監控與小規模調度
中央北路四段540巷口,1031.0,0.4384093113482056,0.3239573229873909,1.475,-1.7019230769230769,118.0,-177.0,1.8013292952596085,穩定休閒型,295.0,Medium,定時監控與小規模調度
中央慶利街口(風華綠中央社區,0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
中央新村(中央三街),0.0,0.0,0.0,-1.0,-1.0909090909090908,-4.0,-24.0,0.0,穩定休閒型,28.0,Low,常規運營監控
中央路一段292巷口,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中央路三段281巷,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中央路二段180巷,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
中央陸橋(中央一街),0.0,0.0,0.0,,-1.5909090909090908,0.0,-35.0,0.0,穩定休閒型,35.0,Low,常規運營監控
中山1號科技總部,0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
中山一和平路口,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中山三民路口(土城工業區),0.0,0.0,0.0,,-1.0,0.0,-4.0,0.0,穩定休閒型,4.0,Low,常規運營監控
中山中正路口,2452.0,0.44942903752039154,0.3099510603588907,0.6144578313253012,-0.7129629629629629,51.0,-77.0,3.292106750697859,穩定休閒型,128.0,Medium,定時監控與小規模調度
中山二永安南路口,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中山八德街口,0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
中山公民會館,3132.0,0.45817369093231164,0.2595785440613027,-0.47619047619047616,0.8738738738738738,-40.0,97.0,3.930418333562458,穩定休閒型,137.0,Medium,定時監控與小規模調度
中山北新春街口,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
中山北路二段59巷口,2725.0,0.45431192660550457,0.24403669724770644,-4.319148936170213,1.15,-203.0,69.0,6.086371947549992,潮汐流入型,272.0,Medium,定時監控與小規模調度
中山北路二段62巷口,3726.0,0.4269994632313473,0.2571121846484165,-1.1904761904761905,0.7837837837837838,-100.0,87.0,4.788502263547051,穩定休閒型,187.0,Medium,定時監控與小規模調度
中山北路五段698巷口,1983.0,0.49924357034795763,0.29046898638426627,1.1666666666666667,-1.1636363636363636,98.0,-128.0,2.789670809838352,通勤型,226.0,Medium,定時監控與小規模調度
中山國中,0.0,0.0,0.0,-1.0,-1.0,-2.0,-14.0,0.0,穩定休閒型,16.0,Low,常規運營監控
中山國小地下停車場,0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
中山堂,5214.0,0.48791714614499426,0.2566168009205984,-8.821428571428571,6.205357142857143,-741.0,695.0,7.8091265225905,潮汐流入型,1436.0,High,高峰前提前清空車位
中山天母路口,5322.0,0.48947763998496807,0.35306275836151824,1.8214285714285714,-0.026785714285714284,153.0,-3.0,7.3901543226402024,穩定休閒型,156.0,Medium,定時監控與小規模調度
中山市場,2047.0,0.40156326331216413,0.336590131900342,-0.6455696202531646,0.11818181818181818,-51.0,13.0,2.978454484895152,穩定休閒型,64.0,Low,常規運營監控
中山徐州路口,7903.0,0.466784765279008,0.21978995318233582,-16.511627906976745,14.196428571428571,-1420.0,1590.0,12.770934082611726,潮汐流入型,3010.0,High,高峰前提前清空車位
中山新興街口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
中山橋安街口,0.0,0.0,0.0,-1.032258064516129,-1.375,-32.0,-22.0,0.0,穩定休閒型,54.0,Low,常規運營監控
中山民族路口,3642.0,0.442613948380011,0.3234486545853926,-3.144578313253012,1.7321428571428572,-261.0,194.0,4.869979222038366,潮汐流入型,455.0,Medium,定時監控與小規模調度
中山溫泉公園,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
中山福國路口,1256.0,0.4585987261146497,0.32563694267515925,1.3170731707317074,-0.2962962962962963,108.0,-32.0,1.9631442831029444,穩定休閒型,140.0,Medium,定時監控與小規模調度
中山立仁街口,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
中山行政中心,8138.0,0.48685180634062425,0.26001474563774885,-1.4047619047619047,-0.35398230088495575,-118.0,-40.0,10.301908283259111,穩定休閒型,158.0,Medium,定時監控與小規模調度
中山路31巷(波爾多2社區),0.0,0.0,0.0,,-1.6666666666666667,0.0,-45.0,0.0,穩定休閒型,45.0,Low,常規運營監控
中山路一段17巷口,0.0,0.0,0.0,-1.0,-1.2916666666666667,-1.0,-31.0,0.0,穩定休閒型,32.0,Low,常規運營監控
中山路二段416巷38弄口,0.0,0.0,0.0,-1.0,-1.3953488372093024,-2.0,-60.0,0.0,穩定休閒型,62.0,Low,常規運營監控
中山路二段90巷,0.0,0.0,0.0,-1.0,-1.0666666666666667,-2.0,-16.0,0.0,穩定休閒型,18.0,Low,常規運營監控
中山農安街口,4354.0,0.4630225080385852,0.3394579696830501,-2.988095238095238,1.3839285714285714,-251.0,155.0,5.981337716726479,潮汐流入型,406.0,Medium,定時監控與小規模調度
中山青島路口,4191.0,0.5022667621092818,0.25769506084466715,-7.190476190476191,4.7,-604.0,517.0,6.860020028492546,潮汐流入型,1121.0,High,高峰前提前清空車位
中崙加油站,1708.0,0.5977751756440282,0.202576112412178,-1.375,1.8623853211009174,-110.0,203.0,3.503394039881832,通勤型,313.0,Medium,定時監控與小規模調度
中崙福成宮,4577.0,0.4590343019445051,0.31024688660694777,3.2857142857142856,-3.027027027027027,276.0,-336.0,5.638792140402301,潮汐流出型,612.0,High,早高峰前提前補車
中崙高中,6710.0,0.5199701937406855,0.24038748137108792,-12.547619047619047,4.36036036036036,-1054.0,484.0,10.78510588405986,潮汐流入型,1538.0,High,高峰前提前清空車位
中平國中,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中庸公園,852.0,0.545774647887324,0.2852112676056338,2.32,-1.019047619047619,174.0,-107.0,1.962206060736099,潮汐流出型,281.0,Medium,定時監控與小規模調度
中德里市民活動中心,0.0,0.0,0.0,,-4.0,0.0,-4.0,,穩定休閒型,4.0,Low,常規運營監控
中正一仁愛路口,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
中正仁愛街口,0.0,0.0,0.0,,-1.0,0.0,-10.0,0.0,穩定休閒型,10.0,Low,常規運營監控
中正光明路口,0.0,0.0,0.0,,-5.0,0.0,-5.0,,穩定休閒型,5.0,Low,常規運營監控
中正北路193巷(愛買三重店),0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中正北路25巷(交響院社區),0.0,0.0,0.0,-1.0,-1.0869565217391304,-1.0,-25.0,0.0,穩定休閒型,26.0,Low,常規運營監控
中正北重陽路口,0.0,0.0,0.0,,-1.0,0.0,-6.0,0.0,穩定休閒型,6.0,Low,常規運營監控
中正千歲街口,0.0,0.0,0.0,,-1.0,0.0,-1.0,,穩定休閒型,1.0,Low,常規運營監控
中正國小,0.0,0.0,0.0,-1.0,-1.6538461538461537,-7.0,-43.0,0.0,穩定休閒型,50.0,Low,常規運營監控
中正國小(南京東路三段48巷),1840.0,0.5065217391304347,0.23206521739130434,0.1566265060240964,0.5272727272727272,13.0,58.0,2.9238248184965734,通勤型,71.0,Low,常規運營監控
中正基河路口,4689.0,0.49008317338451696,0.2761782896139902,-5.273809523809524,2.955357142857143,-443.0,331.0,6.5629103265797495,潮汐流入型,774.0,High,高峰前提前清空車位
中正思源路口(東北側),0.0,0.0,0.0,-1.0,-1.0,-2.0,-2.0,0.0,穩定休閒型,4.0,Low,常規運營監控
中正新月二街口(富江翠社區),0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,0.0,穩定休閒型,3.0,Low,常規運營監控
中正東路一段81巷,0.0,0.0,0.0,-1.0,-1.3333333333333333,-1.0,-8.0,0.0,穩定休閒型,9.0,Low,常規運營監控
中正橋,0.0,0.0,0.0,-1.3157894736842106,-2.721518987341772,-25.0,-215.0,0.0,穩定休閒型,240.0,Medium,定時監控與小規模調度
中正橋(環河西路一段),0.0,0.0,0.0,-1.0,-1.25,-1.0,-20.0,0.0,穩定休閒型,21.0,Low,常規運營監控
中正民權路口,0.0,0.0,0.0,-1.1538461538461537,-1.2121212121212122,-15.0,-40.0,0.0,穩定休閒型,55.0,Low,常規運營監控
中正淡海路口,0.0,0.0,0.0,-1.0,-2.0,-2.0,-4.0,0.0,穩定休閒型,6.0,Low,常規運營監控
中正路161巷口,0.0,0.0,0.0,,-1.0666666666666667,0.0,-16.0,0.0,穩定休閒型,16.0,Low,常規運營監控
中正路183巷,0.0,0.0,0.0,,-1.8,0.0,-9.0,0.0,穩定休閒型,9.0,Low,常規運營監控
中正路242巷口,0.0,0.0,0.0,-1.0,-1.3695652173913044,-8.0,-63.0,0.0,穩定休閒型,71.0,Low,常規運營監控
中正路248巷口,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
中正路284巷,0.0,0.0,0.0,-1.0,-1.3555555555555556,-12.0,-61.0,0.0,穩定休閒型,73.0,Low,常規運營監控
中正路347巷口,0.0,0.0,0.0,,-1.0,0.0,-6.0,0.0,穩定休閒型,6.0,Low,常規運營監控
中正路399巷口,0.0,0.0,0.0,-1.2,-1.2571428571428571,-6.0,-44.0,0.0,穩定休閒型,50.0,Low,常規運營監控
中正路465巷,0.0,0.0,0.0,-1.0,-1.4642857142857142,-7.0,-82.0,0.0,穩定休閒型,89.0,Low,常規運營監控
中正路666巷口,0.0,0.0,0.0,-1.3636363636363635,-1.6363636363636365,-15.0,-108.0,0.0,穩定休閒型,123.0,Medium,定時監控與小規模調度
中正路883巷口,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中正運動中心,7468.0,0.4974558114622389,0.2841456882699518,-4.428571428571429,3.7232142857142856,-372.0,417.0,10.790398262744594,潮汐流入型,789.0,High,高峰前提前清空車位
中正雙鳳路口,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中正高中,2478.0,0.788135593220339,0.15375302663438256,-15.74390243902439,12.702702702702704,-1291.0,1410.0,13.746930960264077,潮汐流入型,2701.0,High,高峰前提前清空車位
中港國小,0.0,0.0,0.0,,-1.0,0.0,-5.0,0.0,穩定休閒型,5.0,Low,常規運營監控
中港大排願景館,0.0,0.0,0.0,,-1.3333333333333333,0.0,-8.0,0.0,穩定休閒型,8.0,Low,常規運營監控
中港平面停車場,0.0,0.0,0.0,,-2.5,0.0,-5.0,0.0,穩定休閒型,5.0,Low,常規運營監控
中研公園,3019.0,0.5233521033454787,0.3156674395495197,4.0246913580246915,-2.364485981308411,326.0,-253.0,5.576126186294163,潮汐流出型,579.0,High,早高峰前提前補車
中研院人文社會科學館,1258.0,0.35771065182829886,0.356120826709062,-7.662337662337662,2.3846153846153846,-590.0,217.0,5.481704587517619,潮汐流入型,807.0,High,高峰前提前清空車位
中研院綜合體育館東側,2585.0,0.4758220502901354,0.33887814313346226,-9.265060240963855,5.364485981308412,-769.0,574.0,7.036090370379362,潮汐流入型,1343.0,High,高峰前提前清空車位
中興中正路口,0.0,0.0,0.0,-1.0,-1.7358490566037736,-3.0,-92.0,0.0,穩定休閒型,95.0,Low,常規運營監控
中興中正路口(泰坤建設),0.0,0.0,0.0,,-1.125,0.0,-9.0,0.0,穩定休閒型,9.0,Low,常規運營監控
中興公園,2205.0,0.4657596371882086,0.2875283446712018,-1.1851851851851851,1.0092592592592593,-96.0,109.0,3.937029691066562,穩定休閒型,205.0,Medium,定時監控與小規模調度
